Model,Class,Q,e,i,H6,H8,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25.5
All,SS,1.5,0.2,10,,,,,,,,,,5.8309518948453,5.8309518948453,11.6619037896906,11.6619037896906,5.8309518948453,11.6619037896906,,,
All,SS,1.5,0.2,15,,,,,,,,,,5.8309518948453,17.4928556845359,17.4928556845359,52.4785670536077,110.788086002061,23.3238075793812,,,
All,SS,1.5,0.2,20,,,,,,,,5.8309518948453,,5.8309518948453,17.4928556845359,46.6476151587624,116.619037896906,104.957134107215,34.9857113690718,,,
All,SS,1.5,0.2,25,,,,,,,,,,5.8309518948453,11.6619037896906,99.1261822123701,239.069027688657,250.730931478348,75.8023746329889,11.6619037896906,29.1547594742265,95.2190457139046
All,SS,1.5,0.2,30,,,,,,,,,,,,52.4785670536077,69.9714227381436,93.2952303175248,93.2952303175248,23.3238075793812,,
All,SS,1.5,0.2,40,,,,,,,,,,,4.12310562561766,28.8617393793236,45.3541618817942,86.5852181379708,24.738633753706,4.12310562561766,,
All,SS,1.5,0.2,60,,,,,,,,,2.91547594742265,5.8309518948453,11.6619037896906,17.4928556845359,52.4785670536077,90.3797543701021,128.280941686597,239.069027688657,495.63091106185,830.786173853818
All,SS,1.5,0.2,90,,,,,,,,,,,,,,,,,,
All,SS,1.5,0.2,180,,,,,,,,,,,,,,,,,,
All,SS,1.5,0.3,2,,,,,,,,,,,,,8.66025403784438,17.3205080756888,25.9807621135332,,,
All,SS,1.5,0.3,5,,,,,,,,,,7.07106781186547,21.2132034355964,49.4974746830583,70.7106781186547,98.9949493661166,28.2842712474619,,,
All,SS,1.5,0.3,10,,,,,,,,,,10.9544511501033,16.431676725155,54.7722557505166,93.1128347758782,109.544511501033,32.86335345031,5.47722557505166,,
All,SS,1.5,0.3,15,,,,,,5.47722557505166,,5.47722557505166,32.86335345031,43.8178046004133,49.2950301754649,93.1128347758782,180.748443976705,268.384053177531,684.653196881458,1177.60349863611,1944.41507914334,4543.69013027957
All,SS,1.5,0.3,20,,,,,,,,,5.47722557505166,,27.3861278752583,60.2494813255683,82.1583836257749,65.7267069006199,5.47722557505166,,,
All,SS,1.5,0.3,25,,,,,,,,,5.47722557505166,16.431676725155,38.3405790253616,98.5900603509299,197.18012070186,76.6811580507232,10.9544511501033,21.9089023002066,32.86335345031,116.275534829989
All,SS,1.5,0.3,30,,,,,,,,,5.47722557505166,10.9544511501033,16.431676725155,71.2039324756716,104.067285925982,87.6356092008266,21.9089023002066,,,
All,SS,1.5,0.3,40,,,,,,,3.87298334620742,3.87298334620742,11.6189500386222,27.1108834234519,30.9838667696593,85.2056336165631,139.427400463467,294.346734311764,398.917284659364,778.469652587691,1378.78207124984,2890.3217813939
All,SS,1.5,0.3,60,,,,,,,2.73861278752583,2.73861278752583,,10.9544511501033,8.21583836257749,21.9089023002066,41.0791918128875,101.328673138456,191.702895126808,293.031568265264,465.564173879391,1120.27005672739
All,SS,1.5,0.3,90,,,,,,,,,,2.23606797749979,,,,,,,,
All,SS,1.5,0.3,180,,,,,,,,,,,,,,,,,,
All,SS,1.5,0.4,2,,,,,,,,,,8.06225774829854,24.1867732448956,96.7470929795825,56.4358042380898,145.120639469374,96.7470929795825,24.1867732448956,,
All,SS,1.5,0.4,5,,,,,,,,13.1656117720877,19.7484176581315,32.9140294302191,98.7420882906574,283.060653099885,585.869723857901,533.20727676955,315.974682530104,85.5764765185698,6.58280588604383,
All,SS,1.5,0.4,10,,,,,,5.09901951359278,,15.2970585407783,61.1882341631134,101.980390271856,316.139209842752,713.862731902989,1040.19998077293,1203.3686052079,2279.26172257597,3972.13620108878,6572.63615302109,14496.7220202821
All,SS,1.5,0.4,15,,,,,,,,,5.09901951359278,10.1980390271856,76.4852927038917,56.0892146495206,142.772546380598,168.267643948562,81.5843122174845,,,
All,SS,1.5,0.4,20,,,,,,,,5.09901951359278,,10.1980390271856,40.7921561087422,81.5843122174845,107.079409785448,198.861761030118,290.644112274789,535.397048927242,989.209785637,2010.88935548428
All,SS,1.5,0.4,25,,,,,,15.2970585407783,10.1980390271856,25.4950975679639,107.079409785448,112.178429299041,275.34705373401,688.367634335025,1065.69507834089,1927.42937613807,3462.2342497295,6072.932240689,10503.9801980011,23930.8323298626
All,SS,1.5,0.4,30,,,,,,10.1980390271856,10.1980390271856,20.3960780543711,20.3960780543711,61.1882341631134,91.7823512446701,193.762741516526,341.634307410716,627.179400171912,1004.50684417778,1810.15192732544,3232.77837161782,7389.91429810477
All,SS,1.5,0.4,40,,,,,,,,,,,10.816653826392,10.816653826392,21.6333076527839,14.4222051018559,18.0277563773199,25.2388589282479,54.0832691319598,73.5980072193987
All,SS,1.5,0.4,60,,,,,,,,,,5.09901951359278,7.64852927038917,10.1980390271856,7.64852927038917,5.09901951359278,,2.54950975679639,,
All,SS,1.5,0.4,90,,,,,,,,,,,,,,,,,,
All,SS,1.5,0.4,180,,,,,,,,,,,,,,,,,,
All,SS,1.5,0.5,2,,,,,,,,,,7.41619848709566,,14.8323969741913,44.497190922574,14.8323969741913,22.248595461287,7.41619848709566,,
All,SS,1.5,0.5,5,,,,,,,,,6.05530070819498,6.05530070819498,6.05530070819498,90.8295106229247,54.4977063737548,115.050713455705,66.6083077901448,24.2212028327799,,
All,SS,1.5,0.5,10,,3.3166247903554,,,,,,9.38083151964686,14.0712472794703,70.3562363973514,182.926214633114,290.805777109053,342.40035046711,398.685339584991,703.562363973514,1496.24262738367,2532.82451030465,5993.49369455467
All,SS,1.5,0.5,15,,,,,,,4.69041575982343,4.69041575982343,23.4520787991171,65.665820637528,103.189146716115,211.068709192054,300.186608628699,365.852429266227,750.466521571748,1191.36560299515,2148.21041799913,4844.58116524707
All,SS,1.5,0.5,20,,,3.3166247903554,,,,4.69041575982343,9.38083151964686,18.7616630392937,14.0712472794703,79.7370679169983,103.189146716115,243.901619510818,459.660744462696,731.704858532455,1299.24516547109,2143.52000223931,4867.55941583322
All,SS,1.5,0.5,25,,,,,,,,14.0712472794703,14.0712472794703,37.5233260785874,42.2137418384109,89.1178994366451,201.687877672407,436.208665663579,727.014442772631,1233.57934483356,2035.64043976337,5886.26185848596
All,SS,1.5,0.5,30,,,,,,,4.69041575982343,9.38083151964686,42.2137418384109,121.950809755409,323.638687427817,605.063633017222,375.233260785874,487.803239021637,839.584421008394,1571.28927954085,2814.24945589406,5920.72923436519
All,SS,1.5,0.5,40,,,,,,,3.3166247903554,3.3166247903554,9.9498743710662,23.2163735324878,59.6992462263972,92.8654941299512,192.364237840613,374.77860131016,397.994974842648,985.037562735553,1880.52625613151,3761.42978134645
All,SS,1.5,0.5,60,,,,,,,,,,2.34520787991171,4.69041575982343,7.03562363973514,11.7260393995586,2.34520787991171,9.38083151964686,7.03562363973514,14.0712472794703,22.9782505861521
All,SS,1.5,0.5,90,,,,,,,,,,,,,1.91485421551268,,,,,
All,SS,1.5,0.5,180,,,,,,,,,,,,,,,,,,
All,SS,1.5,0.7,2,,,,,,,,,,4.47213595499958,,8.94427190999916,8.94427190999916,8.94427190999916,,4.47213595499958,8.94427190999916,21.9089023002066
All,SS,1.5,0.7,5,,,,,3.65148371670111,,,,,3.65148371670111,10.9544511501033,3.65148371670111,18.2574185835055,18.2574185835055,14.6059348668044,40.1663208837122,43.8178046004133,125.219806739988
All,SS,1.5,0.7,10,,,,,,,,2.82842712474619,2.82842712474619,5.65685424949238,5.65685424949238,16.9705627484771,36.7695526217005,36.7695526217005,84.8528137423857,104.651803615609,166.877200360025,362.575969051085
All,SS,1.5,0.7,15,,,,,,,2.82842712474619,8.48528137423857,14.1421356237309,36.7695526217005,50.9116882454314,39.5979797464466,118.79393923934,223.445742854949,367.695526217005,664.680374315354,1153.99826689645,2893.6795491784
All,SS,1.5,0.7,20,,,,,,2.82842712474619,5.65685424949238,8.48528137423857,11.3137084989848,28.2842712474619,65.0538238691623,67.8822509939085,141.421356237309,203.646752981726,412.950360212944,698.621499812309,1120.05714139949,3041.48121809095
All,SS,1.5,0.7,25,,,,,,2.82842712474619,,2.82842712474619,2.82842712474619,16.9705627484771,25.4558441227157,65.0538238691623,59.39696961967,152.735064736294,260.215295476649,514.773736703806,783.474313554694,2011.48833785666
All,SS,1.5,0.7,30,,,,,,,,,,2.82842712474619,14.1421356237309,11.3137084989848,5.65685424949238,14.1421356237309,2.82842712474619,22.6274169979695,25.4558441227157,41.569219381653
All,SS,1.5,0.7,40,,,,,,,,2,2,,,12,8,4,2,4,2,22.8619042659763
All,SS,1.5,0.7,60,,,,,,,1.41421356237309,1.41421356237309,2.82842712474619,8.48528137423857,19.7989898732233,32.5269119345812,52.3259018078045,80.6101730552664,135.764501987817,323.854905783439,479.418397644479,972.257853315329
All,SS,1.5,0.7,90,,,,,,,,,,1.15470053837925,,,1.15470053837925,,,,,
All,SS,1.5,0.7,180,,,,,,,,,,,,,,,,,,
All,SS,1.5,0.9,2,,,,,,,,,,,,6.32455532033676,3.16227766016838,,,,,
All,SS,1.5,0.9,5,,,,,,,,,2.58198889747161,,,2.58198889747161,,,2.58198889747161,,,
All,SS,1.5,0.9,10,,,,,,,,,,2,,6,4,,4,10,6,8.16496580927726
All,SS,1.5,0.9,15,,,,,,,,,,,2,4,2,2,4,4,6,4.89897948556635
All,SS,1.5,0.9,20,,,,,,,,,,,,,,2,2,10,2,9.79795897113271
All,SS,1.5,0.9,25,,,,,,,,,,,2,,,4,,,8,1.63299316185545
All,SS,1.5,0.9,30,,,,,,,,,2,,2,,,,,,,3.2659863237109
All,SS,1.5,0.9,40,,,,,,,,,,1.41421356237309,,,,,,,,1.15470053837925
All,SS,1.5,0.9,60,,,,,,,,,,,,,,,,,,
All,SS,1.5,0.9,90,,,,,,,,,,,,,,,,,,
All,SS,1.5,0.9,180,,,,,,,,,,,,,,,,,,
All,SS,1.5,1.1,2,,,,,,,,,,,1.58113883008419,,,,,,,
All,SS,1.5,1.1,5,,,,,,,,,,,,,,,,,,
All,SS,1.5,1.1,10,,,,,,,,,,,,0.999999999999999,,,,,,
All,SS,1.5,1.1,15,,,,,,,,,,,,,,,,,,
All,SS,1.5,1.1,20,,,,,,,,,,,,,,,,,,
All,SS,1.5,1.1,25,,,,,,,,,,,,,,,,,,
All,SS,1.5,1.1,30,,,,,,,,,,,,,,,,,,
All,SS,1.5,1.1,40,,,,,,,,,,,0.707106781186547,,,,,,,
All,SS,1.5,1.1,60,,,,,,,,,,,,,,,,,,
All,SS,1.5,1.1,90,,,,,,,,,,,,,,,,,,
All,SS,1.5,1.1,180,,,,,,,,,,,,,0.235702260395516,,,,,
All,SS,1.67,0.1,2,,,,,,,,,,,,,7.47545001596402,,,,,
All,SS,1.67,0.1,5,,,,,,,,,,,,,6.10367937893074,,,,,
All,SS,1.67,0.1,10,,,,,,,,,,,9.45577943407535,14.183669151113,4.72788971703768,4.72788971703768,,,,
All,SS,1.67,0.1,15,,,,,,,,,,9.45577943407535,18.9115588681507,9.45577943407535,33.0952280192637,28.3673383022261,9.45577943407535,4.72788971703768,,
All,SS,1.67,0.1,20,,,,,,,,4.72788971703768,,,18.9115588681507,184.387698964469,458.605302552655,184.387698964469,28.3673383022261,66.1904560385275,99.2856840577912,57.9045868344692
All,SS,1.67,0.1,25,,,,,,,,4.72788971703768,9.45577943407535,14.183669151113,56.7346766044521,387.686956797089,1243.43499558091,463.333192269692,222.210816700771,378.231177363014,647.720891234162,169.853454714443
All,SS,1.67,0.1,30,,,,,,,,4.72788971703768,4.72788971703768,28.3673383022261,37.8231177363014,61.4625663214898,179.659809247432,160.748250379281,255.306044720034,434.965853967466,893.571156520121,262.500793649594
All,SS,1.67,0.1,40,,,,,,,,3.34312287961949,13.372491518478,13.372491518478,26.7449830369559,46.8037203146728,80.2349491108677,103.636809268204,217.302987175267,310.910427804612,638.536470007322,237.479410872259
All,SS,1.67,0.1,60,,,,,,,,,,,,9.45577943407535,7.09183457555651,2.36394485851884,,,,
All,SS,1.67,0.1,90,,,,,,,,,,,,1.93015289448231,,,,,,
All,SS,1.67,0.1,180,,,,,,,,,,,,,,,,,,
All,SS,1.67,0.2,2,,,,,,,,,,,,14.142135623731,35.3553390593274,35.3553390593274,7.07106781186548,,,
All,SS,1.67,0.2,5,,,,,,,,,,,17.3205080756888,11.5470053837925,23.094010767585,46.1880215351701,5.77350269189626,,,
All,SS,1.67,0.2,10,,,,,,,,,,8.94427190999916,40.2492235949962,71.5541752799933,89.4427190999916,53.665631459995,8.94427190999916,,,
All,SS,1.67,0.2,15,,,,,,,,,,,62.6099033699941,125.219806739988,129.691942694988,49.1934955049954,,4.47213595499958,,
All,SS,1.67,0.2,20,,,,4.47213595499958,,4.47213595499958,8.94427190999916,17.8885438199983,35.7770876399966,120.747670784989,402.492235949962,1717.30020671984,1936.43486851482,1015.1748617849,2133.2088505348,3582.18089995466,6663.48257294938,5119.38017081495
All,SS,1.67,0.2,25,,,,,,8.94427190999916,31.3049516849971,62.6099033699941,205.718253929981,384.603692129964,1010.70272582991,3340.68555838469,4691.27061679456,3819.20410556964,6726.09247631937,11395.0024133389,20670.2123840081,13893.8955420477
All,SS,1.67,0.2,30,,,,,4.47213595499958,8.94427190999916,17.8885438199983,17.8885438199983,129.691942694988,223.606797749979,433.797187634959,728.958160664932,1180.64389211989,2124.2645786248,3814.73196961464,6811.06305946436,12423.5936829888,7478.23865180387
All,SS,1.67,0.2,40,,,,,,,,3.16227766016838,6.32455532033676,12.6491106406735,34.7850542618522,53.7587202228625,101.192885125388,167.600715988924,271.955878774481,547.07403520913,860.139523565799,255.61690084969
All,SS,1.67,0.2,60,,,,,,,,4.47213595499958,15.6524758424985,11.180339887499,22.3606797749979,42.485291572496,87.2066511224918,156.524758424985,203.482185952481,489.698887072454,775.915588192427,356.019662378358
All,SS,1.67,0.2,90,,,,,,,,,,,,,1.82574185835055,,,,,
All,SS,1.67,0.2,180,,,,,,,,,,,,,,,,,,
All,SS,1.67,0.3,2,,,,,,6.64211164155072,,13.2842232831014,19.9263349246521,66.4211164155072,179.337014321869,591.147936098014,916.611406533999,491.516261474753,1069.37997428967,1640.60157546303,2915.88701064076,1767.98323122205
All,SS,1.67,0.3,5,,,,,,21.6930457818656,32.5395686727984,81.3489216819961,200.660673482257,547.749405992107,1100.92207342968,2830.94247453346,3942.71107085408,5059.90292862016,9452.74469944795,16611.4498074636,29133.7604850455,16401.5876802026
All,SS,1.67,0.3,10,,,,4.20084025208403,12.6025207562521,16.8033610083361,50.4100830250084,113.422686806269,302.46049815005,697.339481845949,1722.34450335445,4133.62680805069,4755.35116535912,8036.20740223675,13862.7728318773,24457.2919476332,42982.9974593238,22716.7025879767
All,SS,1.67,0.3,15,,,,,,,4.20084025208403,29.4058817645882,58.8117635291764,105.021006302101,218.44369310837,449.489906972991,756.151245375125,1205.64115234812,2171.83441032744,4041.20832250484,7002.80070022408,3961.61731679196
All,SS,1.67,0.3,20,,,,,4.20084025208403,,8.40168050416806,8.40168050416806,29.4058817645882,33.6067220166722,134.426888066689,151.230249075025,315.063018906302,550.310073023008,953.590737223075,1575.31509453151,2764.15288587129,1299.95927538022
All,SS,1.67,0.3,25,,,2.97044262893002,,4.20084025208403,12.6025207562521,58.8117635291764,113.422686806269,365.473101931311,751.950405123041,1785.35710713571,3062.41254376926,5259.45199560921,9317.46367912238,16622.7248774965,29468.8943683695,52481.0972692858,25110.8228365662
All,SS,1.67,0.3,30,,,,,8.40168050416806,,8.40168050416806,25.2050415125042,54.6109232770924,113.422686806269,268.853776133378,562.91259377926,903.180654198067,1495.49912974191,2680.13608082961,5158.63182955919,8578.11579475559,6345.44765027283
All,SS,1.67,0.3,40,,,,,,,,,2.97044262893002,8.91132788679007,20.7930984025102,23.7635410314402,38.6157541760903,26.7339836603702,20.7930984025102,59.4088525786005,92.0837214968307,29.10427500436
All,SS,1.67,0.3,60,,,,,,,,,2.10042012604202,,2.10042012604202,12.6025207562521,6.30126037812605,4.20084025208403,2.10042012604202,,,
All,SS,1.67,0.3,90,,,,,,,,,,,1.71498585142509,,,1.71498585142509,,,,
All,SS,1.67,0.3,180,,,,,,,,,,,,,,,,,,
All,SS,1.67,0.4,2,,,,,,,,,24.7338776960337,30.9173471200421,80.3851025121095,222.604899264303,210.237960416286,179.320613296244,86.5685719361179,105.118980208143,197.87102156827,267.585427077623
All,SS,1.67,0.4,5,,,,,,5.04878164297401,10.097563285948,45.4390347867661,95.9268512165063,287.780553649519,580.609888942012,1110.73196145428,1206.65881267079,1817.56139147064,3291.80563121906,5871.73305077878,10546.9048521727,7449.01949945548
All,SS,1.67,0.4,10,,,,7.82153888875043,3.91076944437522,11.7323083331256,27.3753861106265,74.3046194431291,277.66463055064,590.526186100657,1423.52007775258,2432.49859440138,2804.02169161703,3977.25252492959,7101.95731098539,12494.9083747788,20375.1088051949,16984.2578324061
All,SS,1.67,0.4,15,,,,3.91076944437522,,3.91076944437522,15.6430777775009,19.5538472218761,109.501544442506,312.861555550017,445.827716658775,926.852358316926,907.29851109505,1556.48623886134,2745.3601499514,4849.35411102527,8865.71433039861,4917.42001539864
All,SS,1.67,0.4,20,,,,,3.91076944437522,,11.7323083331256,31.2861555550017,66.4830805543787,113.412313886881,328.504633327518,641.366188877535,1059.81851942568,1744.20317219135,2972.18477772516,5518.09568601343,9784.74514982679,7622.00102386789
All,SS,1.67,0.4,25,,,2.76533159377486,3.91076944437522,11.7323083331256,35.1969249993769,117.323083331256,324.593863883143,821.261583318795,1795.04317496822,3871.66174993146,7277.94193598228,12936.8253219932,22377.422760715,39311.0544548597,69772.0376570982,121605.375872847,107972.493766682
All,SS,1.67,0.4,30,,,,,3.91076944437522,7.82153888875043,15.6430777775009,66.4830805543787,179.89539444126,434.095408325649,1278.8216083107,1196.69544997882,2049.24318885261,3566.6217332702,6257.23111100034,10922.77905814,19874.5303163148,14231.7798757349
All,SS,1.67,0.4,40,,,,,,,5.53066318754972,5.53066318754972,19.357321156424,69.1332898443715,152.093237657617,235.053185470863,348.431780815632,586.250297880271,967.866057821201,1836.18017826651,3144.18202212202,2061.44790159257
All,SS,1.67,0.4,60,,,,,,,,,,,7.82153888875043,5.86615416656282,7.82153888875043,5.86615416656282,,,,
All,SS,1.67,0.4,90,,,,,,,,,,,,,,,,,,
All,SS,1.67,0.4,180,,,,,,,,,,,,,,,,,,
All,SS,1.67,0.5,2,,,,,,,,,,,17.0638937698356,34.1277875396713,22.7518583597808,22.7518583597808,,5.68796458994521,,
All,SS,1.67,0.5,5,,,,,,,,18.576814560513,9.28840728025648,32.5094254808977,65.0188509617954,74.3072582420519,148.614516484104,255.431200207053,455.131956732568,724.495767860006,1388.61688839834,1410.61521830641
All,SS,1.67,0.5,10,,2.54373509534584,,,,,3.59738467092251,10.7921540127675,28.7790773673801,100.72677078583,280.596004331956,402.907083143321,485.646930574539,629.542317411439,1208.72124942996,1974.96418433646,3633.35851763173,3906.54553783975
All,SS,1.67,0.5,15,,,,,,,,7.19476934184502,17.9869233546125,86.3372321021402,194.258772229815,284.193389002878,359.738467092251,327.362005053948,571.984162676679,1018.05986187107,1705.16033401727,1988.51979632896
All,SS,1.67,0.5,20,,,,,3.59738467092251,,7.19476934184502,10.7921540127675,39.5712313801476,125.908463482288,187.06400288797,302.180312357491,611.555394056826,971.293861149077,1615.22571724421,2949.85543015646,5209.01300349579,5166.62676771438
All,SS,1.67,0.5,25,,,,,,3.59738467092251,3.59738467092251,10.7921540127675,35.9738467092251,100.72677078583,208.648310913505,187.06400288797,298.582927686568,485.646930574539,777.035088919262,1503.70679244561,2518.16926964576,2890.2562475446
All,SS,1.67,0.5,30,,,,,,10.7921540127675,14.38953868369,107.921540127675,183.466618217048,374.128005775941,777.035088919262,1241.09771146827,2262.75495801026,4119.00544820627,7101.23734040103,12108.7968023252,22181.4738809082,17926.0506898015
All,SS,1.67,0.5,40,,,,,,,,10.1749403813834,38.1560264301876,43.2434966208793,117.011814385909,183.148926864901,343.404237871689,628.302568550423,1101.43729628475,1762.80842107467,3126.25043218004,2442.49438556763
All,SS,1.67,0.5,60,,,,,,,,3.59738467092251,7.19476934184502,10.7921540127675,23.3830003609963,48.5646930574539,55.7594623992989,102.525463121291,196.057464565277,338.154159066716,681.704395139815,863.552171522472
All,SS,1.67,0.5,90,,,,,,,,,,,,,,,,,,
All,SS,1.67,0.5,180,,,,,,,,,,,,,,,,,,
All,SS,1.67,0.7,2,,,,,,,3.42997170285018,3.42997170285018,3.42997170285018,3.42997170285018,3.42997170285018,3.42997170285018,3.42997170285018,6.85994340570036,3.42997170285018,24.0098019199512,17.1498585142509,47.6095228569524
All,SS,1.67,0.7,5,,1.98029508595335,,,,,2.80056016805602,,,5.60112033611204,5.60112033611204,11.2022406722241,16.8033610083361,11.2022406722241,25.2050415125042,44.8089626888963,67.2134440333445,157.778698331108
All,SS,1.67,0.7,10,,,,,,,2.16930457818656,6.50791373455969,4.33860915637312,8.67721831274625,13.0158274691194,17.3544366254925,30.3702640946119,43.3860915637312,65.0791373455969,93.2800968620222,149.682015894873,377.271941240081
All,SS,1.67,0.7,15,0.885614885540095,,,,,,4.33860915637312,2.16930457818656,2.16930457818656,8.67721831274625,13.0158274691194,26.0316549382387,28.2009595164253,56.4019190328506,82.4335739710894,114.973142643888,180.052279989485,384.356860324401
All,SS,1.67,0.7,20,,,,,,2.16930457818656,2.16930457818656,,2.16930457818656,13.0158274691194,17.3544366254925,23.8623503600522,23.8623503600522,39.0474824073581,62.9098327674103,56.4019190328506,117.142447222074,317.050129023354
All,SS,1.67,0.7,25,,,,2.16930457818656,2.16930457818656,,,,8.67721831274625,17.3544366254925,23.8623503600522,36.8781778291716,17.3544366254925,23.8623503600522,39.0474824073581,54.2326144546641,69.41774650197,173.580517565859
All,SS,1.67,0.7,30,,,,,,,,,,2.16930457818656,13.0158274691194,6.50791373455969,13.0158274691194,4.33860915637312,17.3544366254925,10.8465228909328,13.0158274691194,65.5355015299671
All,SS,1.67,0.7,40,,,,,,,,1.53392997769474,,1.53392997769474,4.60178993308422,6.13571991077897,3.06785995538948,1.53392997769474,4.60178993308422,3.06785995538948,13.8053697992527,20.0391773147248
All,SS,1.67,0.7,60,,,,,,,,,,1.08465228909328,1.08465228909328,3.25395686727984,1.08465228909328,1.08465228909328,1.08465228909328,,1.08465228909328,10.6273786264811
All,SS,1.67,0.7,90,,,,,,,,,,0.885614885540095,,,,0.885614885540095,,,,
All,SS,1.67,0.7,180,,,,,,,,,,,,,,,,,,
All,SS,1.67,0.9,2,,,,,,,,,,,,,2.42535625036333,,,,,1.98029508595335
All,SS,1.67,0.9,5,,,1.40028008402801,,,,,,,,,3.9605901719067,,,1.98029508595335,,1.98029508595335,3.23380833381777
All,SS,1.67,0.9,10,,,,,,,,,,,1.53392997769474,4.60178993308422,3.06785995538948,,1.53392997769474,1.53392997769474,3.06785995538948,3.7573457465109
All,SS,1.67,0.9,15,,,,,,,,,,,1.53392997769474,3.06785995538948,,,,1.53392997769474,6.13571991077896,2.5048971643406
All,SS,1.67,0.9,20,,,,,,,,,1.53392997769474,,1.53392997769474,1.53392997769474,,,,,3.06785995538948,3.7573457465109
All,SS,1.67,0.9,25,,,,,,,,,,,,,1.53392997769474,,,,3.06785995538948,1.2524485821703
All,SS,1.67,0.9,30,,,,,,,,,,,,,,,,,,1.2524485821703
All,SS,1.67,0.9,40,,,,,,,,,,,,,,,,,,
All,SS,1.67,0.9,60,,,,,,,,,,,,,,,,,,
All,SS,1.67,0.9,90,,,,,,,0.62622429108515,,0.62622429108515,1.2524485821703,,,,,,,,
All,SS,1.67,0.9,180,,,,,,,,,,,,,,,,,,
All,SS,1.67,1.1,2,,,,,,,,,,,,,,,,,,
All,SS,1.67,1.1,5,,,,,,,,,,,,,,,,,,
All,SS,1.67,1.1,10,,,,,,,,,,,0.76696498884737,,0.76696498884737,,,,,
All,SS,1.67,1.1,15,,,,,,,,,,,0.76696498884737,,,,,,,
All,SS,1.67,1.1,20,,,,,,,,,,,,,,,,,,
All,SS,1.67,1.1,25,,,,,,,,,,,0.76696498884737,,,,,,,
All,SS,1.67,1.1,30,,,,,,,,,,,,,,,,,,
All,SS,1.67,1.1,40,,,,,,,,,,,,,,,,,,
All,SS,1.67,1.1,60,,,,,,,,,,0.383482494423685,,,,,,,,
All,SS,1.67,1.1,90,,,,,,,,,,0.313112145542575,,,,,,,,
All,SS,1.67,1.1,180,,,,,,,,0.180775381515547,,,0.180775381515547,,,,,,,
All,SS,1.8,0.1,2,,,,,,,,,,,,,,,,,,
All,SS,1.8,0.1,5,,,,,,,,,,,,,,,,,,
All,SS,1.8,0.1,10,,,,,,,,,5.40654873563248,,5.40654873563248,21.6261949425299,16.2196462068975,5.40654873563248,,,,
All,SS,1.8,0.1,15,,,,,,,,,,,16.2196462068975,32.4392924137949,70.2851335632223,10.813097471265,,,,
All,SS,1.8,0.1,20,,,,5.40654873563248,5.40654873563248,21.6261949425299,59.4720360919573,183.822657011504,437.930447586231,1129.96868574719,4081.94429540253,10267.0360489661,9326.29656896603,8688.3238181614,15673.5847845986,27038.1502268981,39446.1795751746,406.1274272682
All,SS,1.8,0.1,25,,,3.82300727378128,10.813097471265,10.813097471265,37.8458411494274,156.789913333342,519.028678620718,1146.18833195409,2189.65223793116,7266.40150069006,21728.919368507,21117.9793613805,20793.5864372425,37099.7374239101,64786.6734990841,92738.530462304,1165.40913911744
All,SS,1.8,0.1,30,,,,5.40654873563248,,5.40654873563248,59.4720360919573,86.5047797701197,318.986375402317,491.995934942556,913.70673632189,1778.75453402309,2860.06428114958,5406.54873563248,9374.95550758673,16219.6462068975,23459.0149639093,348.73985602378
All,SS,1.8,0.1,40,,,,,,,3.82300727378128,,3.82300727378128,11.4690218213439,30.5840581902503,30.5840581902503,19.1150363689064,45.8760872853754,53.522101832938,126.159240034782,248.495472795783,37.4576684148509
All,SS,1.8,0.1,60,,,,,,,,,,,2.70327436781624,8.10982310344873,,2.70327436781624,,,,
All,SS,1.8,0.1,90,,,,,,,,,,,,,,,,,,
All,SS,1.8,0.1,180,,,,,,,,,,,,,,,,,,
All,SS,1.8,0.2,2,,,5.71771874896865,,,16.1721508012528,40.430377003132,105.118980208143,266.840488220671,388.131619230067,1132.0505560877,1981.08847315347,3509.35672387186,6250.53628468421,11263.9030330726,19261.0316042921,24897.0261585287,6.60225291773524
All,SS,1.8,0.2,5,,,,6.60225291773524,13.2045058354705,66.0225291773524,171.658575861116,389.532922146379,1003.54244349576,2125.92543951075,4780.03111244032,8054.748559637,14155.2302556244,25781.7976437561,44585.0139534661,79656.1814524757,104645.708746104,91.6421878737658
All,SS,1.8,0.2,10,,3.61620285339789,,,15.3422493587028,25.5704155978379,81.8253299130814,178.992909184866,398.898483326272,925.649044641733,2239.9684063706,3937.84400206704,6811.95871526402,11337.9222760813,20154.6015742159,37639.6517600174,46630.2098842172,16.7025255268285
All,SS,1.8,0.2,15,,,,,,,,,,25.5704155978379,81.8253299130814,178.992909184866,76.7112467935138,15.3422493587028,,,,
All,SS,1.8,0.2,20,,3.61620285339789,,,,10.2281662391352,15.3422493587028,71.5971636739462,199.449241663136,460.267480761083,1503.54043715287,3400.86527451244,2628.63872345774,3513.37510314293,6116.44341100283,11000.3927901899,17638.4726793886,1156.64989273288
All,SS,1.8,0.2,25,,,,,5.11408311956759,10.2281662391352,56.2549143152434,199.449241663136,429.582982043677,869.39413032649,2572.3838091425,5293.07602875245,4346.97065163245,6909.12629453581,12370.967066234,22322.9728169125,38785.2063788006,3010.63022621084
All,SS,1.8,0.2,30,,,,,,,5.11408311956759,25.5704155978379,76.7112467935138,112.509828630487,281.274571576217,659.716722424219,823.367382250381,1457.51368907676,2546.81339354466,4101.4946618932,7389.85010777516,747.438017325577
